,Unnamed: 0,Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
1829,1829,5,0,8,,2.0,2.0,,10.0,6.7,8.1,9.1,10.0,10.9,8.8,450.0,500.0,536.0,620.0,655.0,553.0,62.0,412.0,,0.0
1830,1830,5,0,8,,,2.0,1.0,,7.5,8.5,9.3,10.9,12.7,9.4,385.0,480.0,535.0,645.0,770.0,570.0,61.0,230.0,,0.0
1831,1831,5,0,8,,,2.0,2.0,,6.4,7.6,9.0,10.3,11.8,8.6,375.0,450.0,525.0,630.0,807.0,561.0,65.0,763.0,,0.0
1832,1832,5,0,8,,,3.0,,,6.9,8.2,9.6,11.3,13.9,9.0,356.0,430.0,520.0,700.0,900.0,582.0,65.0,1020.0,,0.0
1833,1833,5,0,8,,2.0,3.0,,2.0,6.0,7.1,8.3,9.2,10.3,8.1,514.0,622.0,800.0,910.0,1089.0,793.0,98.0,242.0,,0.0
1834,1834,5,0,8,,2.0,3.0,,8.0,11.2,12.6,13.9,16.7,17.1,13.7,303.0,320.0,354.0,370.0,410.0,351.0,26.0,227.0,,0.0
1835,1835,5,0,8,,2.0,3.0,,9.0,8.8,9.4,10.7,11.5,12.8,10.4,380.0,414.0,460.0,500.0,529.0,459.0,44.0,329.0,,0.0
1836,1836,5,0,8,,2.0,3.0,,10.0,6.7,7.6,8.7,9.9,10.7,8.5,485.0,557.0,630.0,695.0,750.0,627.0,74.0,222.0,,0.0
1837,1837,5,0,8,,,3.0,1.0,,6.7,8.1,10.0,11.8,14.3,9.0,338.0,415.0,510.0,640.0,879.0,568.0,63.0,249.0,,0.0
1838,1838,5,0,8,,,3.0,2.0,,6.9,8.2,9.6,10.9,13.7,9.0,360.0,432.0,526.0,700.0,900.0,588.0,65.0,771.0,,0.0
1839,1839,5,0,8,,,4.0,,,7.8,8.5,9.9,11.0,12.4,9.4,425.0,505.0,642.0,857.0,920.0,668.0,71.0,1050.0,,0.0
1840,1840,5,0,8,,2.0,4.0,,2.0,7.8,7.9,9.4,10.2,10.6,9.0,680.0,777.0,868.0,916.0,956.0,848.0,94.0,223.0,,0.0
1841,1841,5,0,8,,2.0,4.0,,8.0,10.1,11.9,12.0,14.4,16.8,12.6,300.0,308.0,340.0,370.0,400.0,344.0,27.0,116.0,,0.0
1842,1842,5,0,8,,2.0,4.0,,9.0,9.2,10.2,11.1,12.4,12.7,11.0,422.0,460.0,500.0,530.0,570.0,493.0,45.0,445.0,,0.0
1843,1843,5,0,8,,2.0,4.0,,10.0,6.7,7.9,9.1,10.0,11.0,8.8,500.0,548.0,600.0,668.0,741.0,614.0,70.0,266.0,,0.0
1844,1844,5,0,8,,,4.0,1.0,,7.9,9.0,10.2,11.2,12.0,9.7,412.0,515.0,600.0,870.0,900.0,663.0,69.0,273.0,,0.0
1845,1845,5,0,8,,,4.0,2.0,,7.8,8.3,9.9,11.0,12.4,9.3,427.0,505.0,650.0,833.0,920.0,670.0,72.0,777.0,,0.0
1846,1846,5,0,8,,,5.0,,,7.9,8.9,10.2,11.6,13.0,9.6,405.0,519.0,631.0,781.0,900.0,647.0,67.0,1607.0,34835.0,0.0
1847,1847,5,0,8,,2.0,5.0,,2.0,6.5,7.9,8.9,10.0,10.6,8.6,706.0,797.0,850.0,904.0,950.0,856.0,99.0,213.0,9989.0,0.0
1848,1848,5,0,8,,2.0,5.0,,8.0,8.1,10.1,13.2,14.3,15.0,11.9,320.0,350.0,391.0,405.0,410.0,377.0,32.0,126.0,3625.0,0.0
1849,1849,5,0,8,,2.0,5.0,,9.0,10.0,10.6,11.6,12.2,13.3,11.5,431.0,474.0,520.0,536.0,575.0,507.0,44.0,692.0,10496.0,0.0
1850,1850,5,0,8,,2.0,5.0,,10.0,8.1,8.9,9.9,10.8,11.8,9.7,544.0,617.0,655.0,700.0,750.0,651.0,67.0,576.0,10725.0,0.0
1851,1851,5,0,8,,,5.0,1.0,,8.9,9.5,10.5,12.0,13.7,10.2,415.0,520.0,614.0,730.0,850.0,633.0,62.0,448.0,,0.0
1852,1852,5,0,8,,,5.0,2.0,,7.3,8.5,10.1,11.3,12.5,9.4,405.0,517.0,640.0,801.0,900.0,653.0,70.0,1159.0,,0.0
1853,1853,5,0,8,,4.0,,,,7.1,7.9,9.3,10.2,11.3,8.8,525.0,650.0,810.0,900.0,958.0,783.0,88.0,713.0,8369.0,0.0
1854,1854,5,0,8,,5.0,,,1.0,6.5,7.9,9.4,11.3,13.3,9.1,405.0,513.0,600.0,700.0,794.0,611.0,67.0,226.0,2872.0,0.0
1855,1855,5,0,8,,5.0,,,3.0,7.3,7.9,9.1,10.1,10.6,8.8,680.0,801.0,870.0,930.0,1061.0,872.0,100.0,487.0,5497.0,0.0
1856,1856,5,0,8,,4.0,,1.0,,7.7,8.7,9.7,10.6,13.3,9.3,525.0,650.0,800.0,890.0,950.0,779.0,83.0,169.0,,0.0
1857,1857,5,0,8,,5.0,,1.0,1.0,7.9,8.7,10.5,13.0,14.3,9.6,400.0,525.0,600.0,750.0,807.0,633.0,66.0,64.0,,0.0
1858,1858,5,0,8,,5.0,,1.0,3.0,7.7,8.5,9.5,10.0,10.5,9.2,700.0,850.0,867.0,900.0,1100.0,887.0,96.0,105.0,,0.0
1859,1859,5,0,8,,4.0,,2.0,,6.7,7.8,9.0,10.1,10.9,8.7,506.0,650.0,812.0,904.0,958.0,784.0,90.0,544.0,,0.0
1860,1860,5,0,8,,5.0,,2.0,1.0,6.5,7.6,9.1,10.2,12.0,8.8,405.0,500.0,613.0,684.0,750.0,601.0,68.0,162.0,,0.0
1861,1861,5,0,8,,5.0,,2.0,3.0,7.0,7.9,9.0,10.1,10.6,8.6,654.0,800.0,870.0,930.0,1038.0,868.0,100.0,382.0,,0.0
1862,1862,5,0,8,,4.0,1.0,,,6.5,7.5,8.7,10.0,11.4,8.5,486.0,565.0,672.0,850.0,925.0,705.0,83.0,184.0,,0.0
1863,1863,5,0,8,,5.0,1.0,,1.0,6.7,7.5,9.0,11.3,13.3,9.0,470.0,500.0,600.0,684.0,800.0,610.0,68.0,105.0,,0.0
1864,1864,5,0,8,,5.0,1.0,,3.0,5.5,7.2,8.4,9.8,10.0,8.0,591.0,781.0,850.0,880.0,1150.0,838.0,105.0,79.0,,0.0
1865,1865,5,0,8,,4.0,1.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,48.0,,0.0
1866,1866,5,0,8,,4.0,1.0,2.0,,6.0,7.1,7.8,9.8,10.6,8.0,470.0,513.0,650.0,830.0,957.0,689.0,86.0,136.0,,0.0
1867,1867,5,0,8,,4.0,2.0,,,6.4,7.7,8.9,10.9,11.6,8.8,450.0,500.0,804.0,900.0,1100.0,760.0,86.0,80.0,,0.0
1868,1868,5,0,8,,5.0,2.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,21.0,,0.0
1869,1869,5,0,8,,5.0,2.0,,3.0,7.7,7.8,8.5,10.0,10.1,8.8,620.0,815.0,886.0,1049.0,1112.0,907.0,103.0,59.0,,0.0
1870,1870,5,0,8,,4.0,2.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,15.0,,0.0
1871,1871,5,0,8,,4.0,2.0,2.0,,6.4,7.7,8.5,10.1,11.6,8.5,450.0,500.0,804.0,904.0,1100.0,743.0,87.0,65.0,,0.0
1872,1872,5,0,8,,4.0,3.0,,,4.6,7.4,9.1,10.0,10.8,8.4,600.0,700.0,816.0,950.0,1100.0,834.0,100.0,126.0,,0.0
1873,1873,5,0,8,,5.0,3.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,28.0,,0.0
1874,1874,5,0,8,,5.0,3.0,,3.0,6.9,7.4,9.1,10.0,10.4,8.5,720.0,800.0,904.0,1000.0,1150.0,905.0,107.0,98.0,,0.0
1875,1875,5,0,8,,4.0,3.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,,0.0
1876,1876,5,0,8,,4.0,3.0,2.0,,7.4,8.2,9.2,10.0,10.6,8.6,650.0,700.0,830.0,930.0,1087.0,832.0,97.0,95.0,,0.0
1877,1877,5,0,8,,4.0,4.0,,,7.8,7.9,9.4,10.2,10.8,9.1,600.0,680.0,857.0,911.0,950.0,814.0,90.0,175.0,,0.0
1878,1878,5,0,8,,5.0,4.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,31.0,,0.0
1879,1879,5,0,8,,5.0,4.0,,3.0,7.8,8.4,9.6,10.2,10.8,9.1,680.0,797.0,870.0,920.0,956.0,855.0,94.0,144.0,,0.0
1880,1880,5,0,8,,4.0,4.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,,0.0
1881,1881,5,0,8,,4.0,4.0,2.0,,7.8,7.9,9.4,10.2,10.8,9.0,600.0,700.0,842.0,916.0,950.0,811.0,90.0,141.0,,0.0
1882,1882,5,0,8,,4.0,5.0,,,7.9,8.2,9.7,10.6,13.0,9.3,525.0,750.0,847.0,900.0,950.0,800.0,86.0,148.0,8369.0,0.0
1883,1883,5,0,8,,5.0,5.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,,0.0
1884,1884,5,0,8,,5.0,5.0,,3.0,7.3,8.2,9.0,10.1,10.6,8.9,780.0,847.0,890.0,915.0,950.0,886.0,99.0,107.0,5497.0,0.0
1885,1885,5,0,8,,4.0,5.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,,0.0
1886,1886,5,0,8,,4.0,5.0,2.0,,7.3,8.2,9.5,10.6,11.0,9.0,654.0,780.0,850.0,900.0,950.0,830.0,92.0,107.0,,0.0
1887,1887,5,0,8,,6.0,,,,7.1,8.4,9.8,11.3,13.0,9.3,358.0,420.0,510.0,619.0,704.0,528.0,57.0,6506.0,26466.0,0.0
1888,1888,5,0,8,,7.0,,,4.0,9.0,10.8,12.7,15.1,17.1,12.4,285.0,317.0,350.0,380.0,414.0,351.0,28.0,927.0,3496.0,0.0
1889,1889,5,0,8,,7.0,,,5.0,8.4,9.4,10.8,11.8,13.0,10.4,372.0,411.0,460.0,514.0,550.0,464.0,44.0,2668.0,9795.0,0.0
1890,1890,5,0,8,,7.0,,,6.0,7.1,8.2,9.4,10.2,11.2,9.1,463.0,520.0,600.0,650.0,700.0,585.0,65.0,2068.0,8684.0,0.0
1891,1891,5,0,8,,7.0,,,7.0,5.6,6.7,7.8,8.8,9.9,7.7,500.0,570.0,700.0,788.0,900.0,697.0,91.0,843.0,4491.0,0.0
1892,1892,5,0,8,,6.0,,1.0,,7.4,8.8,10.0,11.5,13.3,9.6,360.0,426.0,510.0,610.0,700.0,528.0,55.0,1767.0,,0.0
1893,1893,5,0,8,,7.0,,1.0,4.0,9.4,11.8,13.1,15.4,17.5,12.8,300.0,320.0,355.0,380.0,414.0,353.0,28.0,293.0,,0.0
1894,1894,5,0,8,,7.0,,1.0,5.0,8.4,9.4,10.7,11.7,13.3,10.4,380.0,425.0,471.0,520.0,550.0,471.0,45.0,755.0,,0.0
1895,1895,5,0,8,,7.0,,1.0,6.0,7.3,8.4,9.2,10.3,11.5,9.1,480.0,525.0,610.0,650.0,700.0,597.0,65.0,537.0,,0.0
1896,1896,5,0,8,,7.0,,1.0,7.0,6.3,7.1,8.1,8.8,10.2,8.1,530.0,560.0,730.0,870.0,920.0,735.0,91.0,182.0,,0.0
1897,1897,5,0,8,,6.0,,2.0,,6.9,8.3,9.7,11.2,12.8,9.2,355.0,420.0,512.0,620.0,709.0,529.0,58.0,4739.0,,0.0
1898,1898,5,0,8,,7.0,,2.0,4.0,8.8,10.6,12.6,14.4,17.1,12.2,280.0,315.0,350.0,380.0,414.0,350.0,29.0,634.0,,0.0
1899,1899,5,0,8,,7.0,,2.0,5.0,8.4,9.5,10.8,11.9,12.9,10.5,370.0,406.0,459.0,510.0,550.0,460.0,44.0,1913.0,,0.0
1900,1900,5,0,8,,7.0,,2.0,6.0,7.1,8.2,9.4,10.2,11.0,9.0,460.0,514.0,591.0,650.0,699.0,580.0,64.0,1531.0,,0.0
1901,1901,5,0,8,,7.0,,2.0,7.0,5.6,6.6,7.8,8.8,9.8,7.5,480.0,570.0,693.0,765.0,900.0,687.0,91.0,661.0,,0.0
1902,1902,5,0,8,,6.0,1.0,,,7.1,8.4,9.6,11.0,12.7,9.1,350.0,400.0,480.0,600.0,690.0,503.0,55.0,2365.0,,0.0
1903,1903,5,0,8,,7.0,1.0,,4.0,9.0,10.0,12.0,13.8,15.8,11.5,266.0,300.0,350.0,370.0,425.0,340.0,30.0,389.0,,0.0
1904,1904,5,0,8,,7.0,1.0,,5.0,8.1,9.1,10.1,11.3,12.9,9.9,360.0,395.0,440.0,490.0,540.0,442.0,44.0,1004.0,,0.0
1905,1905,5,0,8,,7.0,1.0,,6.0,7.3,8.3,9.2,10.2,11.1,9.0,450.0,500.0,570.0,627.0,680.0,567.0,63.0,695.0,,0.0
1906,1906,5,0,8,,7.0,1.0,,7.0,5.4,6.6,7.5,8.8,9.2,7.3,520.0,610.0,700.0,750.0,879.0,701.0,96.0,277.0,,0.0
1907,1907,5,0,8,,6.0,1.0,1.0,,7.1,8.3,9.8,11.1,13.3,9.3,357.0,400.0,470.0,560.0,650.0,493.0,53.0,688.0,,0.0
1908,1908,5,0,8,,6.0,1.0,2.0,,7.1,8.4,9.6,10.9,12.5,9.0,342.0,400.0,485.0,609.0,700.0,508.0,56.0,1677.0,,0.0
1909,1909,5,0,8,,6.0,2.0,,,6.6,7.8,9.1,10.4,12.0,8.8,375.0,450.0,520.0,610.0,685.0,535.0,61.0,913.0,,0.0
1910,1910,5,0,8,,7.0,2.0,,4.0,10.1,11.7,16.0,17.7,18.8,14.0,335.0,340.0,376.0,395.0,414.0,372.0,27.0,71.0,,0.0
1911,1911,5,0,8,,7.0,2.0,,5.0,7.6,8.8,10.5,11.4,13.2,9.9,353.0,391.0,450.0,500.0,545.0,450.0,45.0,212.0,,0.0
1912,1912,5,0,8,,7.0,2.0,,6.0,7.2,8.2,9.2,10.0,10.7,8.9,463.0,501.0,539.0,611.0,650.0,553.0,62.0,393.0,,0.0
1913,1913,5,0,8,,7.0,2.0,,7.0,6.0,6.7,7.7,8.8,9.7,7.6,475.0,521.0,600.0,685.0,850.0,627.0,82.0,237.0,,0.0
1914,1914,5,0,8,,6.0,2.0,1.0,,7.4,8.4,9.1,10.9,14.6,9.2,385.0,470.0,526.0,620.0,685.0,545.0,59.0,215.0,,0.0
1915,1915,5,0,8,,6.0,2.0,2.0,,6.4,7.6,9.1,10.3,11.9,8.6,365.0,450.0,520.0,600.0,675.0,531.0,61.0,698.0,,0.0
1916,1916,5,0,8,,6.0,3.0,,,6.9,8.4,9.9,11.8,14.3,9.3,347.0,400.0,480.0,600.0,720.0,514.0,55.0,894.0,,0.0
1917,1917,5,0,8,,7.0,3.0,,4.0,11.2,12.6,13.9,16.7,17.1,13.7,303.0,320.0,354.0,370.0,410.0,351.0,26.0,227.0,,0.0
1918,1918,5,0,8,,7.0,3.0,,5.0,8.8,9.4,10.6,11.4,12.7,10.4,380.0,411.0,460.0,500.0,526.0,459.0,44.0,326.0,,0.0
1919,1919,5,0,8,,7.0,3.0,,6.0,6.8,7.6,8.6,9.8,10.4,8.7,476.0,520.0,610.0,655.0,720.0,603.0,70.0,197.0,,0.0
1920,1920,5,0,8,,7.0,3.0,,7.0,6.0,6.6,7.5,8.5,9.2,7.6,480.0,560.0,700.0,800.0,900.0,685.0,90.0,144.0,,0.0
1921,1921,5,0,8,,6.0,3.0,1.0,,7.5,8.6,10.3,12.6,14.3,9.6,320.0,390.0,480.0,560.0,750.0,506.0,53.0,218.0,,0.0
1922,1922,5,0,8,,6.0,3.0,2.0,,6.9,8.2,9.7,11.4,14.3,9.2,358.0,410.0,485.0,600.0,720.0,517.0,56.0,676.0,,0.0
1923,1923,5,0,8,,6.0,4.0,,,7.7,8.9,10.5,11.9,12.7,9.8,370.0,460.0,530.0,655.0,754.0,559.0,57.0,875.0,,0.0
1924,1924,5,0,8,,7.0,4.0,,4.0,10.1,11.9,12.0,14.4,16.8,12.6,300.0,308.0,340.0,370.0,400.0,344.0,27.0,116.0,,0.0
1925,1925,5,0,8,,7.0,4.0,,5.0,9.2,10.3,11.1,12.4,12.7,11.0,422.0,460.0,500.0,530.0,570.0,492.0,45.0,438.0,,0.0
1926,1926,5,0,8,,7.0,4.0,,6.0,6.7,7.6,9.5,10.4,11.4,8.9,500.0,530.0,600.0,690.0,741.0,602.0,68.0,242.0,,0.0
1927,1927,5,0,8,,7.0,4.0,,7.0,7.8,7.8,8.8,9.8,10.2,8.7,700.0,721.0,740.0,870.0,982.0,820.0,94.0,79.0,,0.0
1928,1928,5,0,8,,6.0,4.0,1.0,,8.7,9.7,10.6,11.8,12.0,10.2,370.0,450.0,535.0,626.0,870.0,571.0,56.0,239.0,,0.0
1929,1929,5,0,8,,6.0,4.0,2.0,,7.6,8.8,10.4,12.0,12.7,9.6,366.0,460.0,513.0,672.0,740.0,554.0,58.0,636.0,,0.0
1930,1930,5,0,8,,6.0,5.0,,,7.9,9.1,10.6,12.0,13.0,9.9,400.0,481.0,565.0,658.0,730.0,573.0,58.0,1459.0,26466.0,0.0
1931,1931,5,0,8,,7.0,5.0,,4.0,8.1,8.8,11.6,13.2,13.9,11.0,311.0,350.0,350.0,401.0,410.0,366.0,33.0,124.0,3496.0,0.0
1932,1932,5,0,8,,7.0,5.0,,5.0,10.0,10.8,11.7,12.3,13.3,11.5,430.0,473.0,520.0,538.0,590.0,506.0,44.0,688.0,9795.0,0.0
1933,1933,5,0,8,,7.0,5.0,,6.0,7.5,8.9,9.9,10.7,11.8,9.6,529.0,609.0,650.0,690.0,730.0,639.0,67.0,541.0,8684.0,0.0
1934,1934,5,0,8,,7.0,5.0,,7.0,5.5,6.4,8.3,9.2,10.5,7.7,570.0,680.0,751.0,814.0,935.0,764.0,100.0,106.0,4491.0,0.0
1935,1935,5,0,8,,6.0,5.0,1.0,,8.8,9.5,10.8,12.0,13.3,10.3,430.0,495.0,600.0,670.0,730.0,586.0,57.0,407.0,,0.0
1936,1936,5,0,8,,6.0,5.0,2.0,,7.2,8.9,10.5,11.8,12.9,9.7,378.0,473.0,553.0,650.0,740.0,566.0,59.0,1052.0,,0.0
1937,1937,5,0,8,1.0,,,,,7.2,8.6,10.0,11.3,12.9,9.4,357.0,425.0,520.0,650.0,802.0,555.0,59.0,6339.0,25234.0,0.0
1938,1938,5,0,8,1.0,1.0,,,1.0,7.3,8.8,9.9,12.8,14.3,9.9,405.0,500.0,650.0,750.0,800.0,626.0,63.0,116.0,1177.0,0.0
1939,1939,5,0,8,1.0,2.0,,,2.0,6.2,7.1,8.4,9.5,10.3,8.2,520.0,600.0,740.0,881.0,972.0,762.0,93.0,953.0,5474.0,0.0
1940,1940,5,0,8,1.0,1.0,,,3.0,7.2,8.6,9.5,10.2,11.0,9.1,606.0,831.0,880.0,950.0,1113.0,903.0,100.0,219.0,1777.0,0.0
1941,1941,5,0,8,1.0,3.0,,,4.0,9.2,10.8,12.6,14.8,17.0,12.3,281.0,315.0,350.0,380.0,414.0,349.0,28.0,890.0,3198.0,0.0
1942,1942,5,0,8,1.0,3.0,,,5.0,8.5,9.7,10.9,11.8,12.9,10.5,371.0,409.0,460.0,518.0,550.0,463.0,44.0,2511.0,8357.0,0.0
1943,1943,5,0,8,1.0,3.0,,,6.0,7.2,8.3,9.4,10.3,11.2,9.1,460.0,519.0,600.0,650.0,700.0,585.0,64.0,1869.0,7028.0,0.0
1944,1944,5,0,8,1.0,3.0,,,7.0,5.8,6.8,7.8,9.0,9.9,7.8,497.0,566.0,690.0,780.0,900.0,694.0,89.0,734.0,3698.0,0.0
1945,1945,5,0,8,1.0,2.0,,,8.0,9.2,10.8,12.7,15.0,17.0,12.4,283.0,315.0,350.0,385.0,414.0,351.0,28.0,893.0,3275.0,0.0
1946,1946,5,0,8,1.0,2.0,,,9.0,8.5,9.7,10.9,11.8,12.9,10.6,372.0,410.0,462.0,519.0,550.0,464.0,44.0,2533.0,8717.0,0.0
1947,1947,5,0,8,1.0,2.0,,,10.0,7.1,8.3,9.4,10.3,11.3,9.1,458.0,520.0,600.0,655.0,721.0,595.0,65.0,1960.0,7768.0,0.0
1948,1948,5,0,8,1.0,,,1.0,,7.6,9.0,10.2,11.8,13.5,9.8,355.0,425.0,520.0,636.0,797.0,547.0,56.0,1719.0,,0.0
1949,1949,5,0,8,1.0,2.0,,1.0,2.0,6.8,7.7,8.7,10.0,10.2,8.7,560.0,650.0,850.0,889.0,1000.0,805.0,93.0,194.0,,0.0
1950,1950,5,0,8,1.0,2.0,,1.0,8.0,9.4,11.8,13.0,15.4,17.0,12.6,300.0,320.0,355.0,380.0,414.0,351.0,28.0,282.0,,0.0
1951,1951,5,0,8,1.0,2.0,,1.0,9.0,8.7,9.8,10.9,11.9,13.3,10.7,380.0,421.0,473.0,520.0,550.0,471.0,44.0,721.0,,0.0
1952,1952,5,0,8,1.0,2.0,,1.0,10.0,7.3,8.5,9.4,10.5,11.8,9.3,480.0,535.0,610.0,650.0,750.0,607.0,65.0,522.0,,0.0
1953,1953,5,0,8,1.0,,,2.0,,6.9,8.4,9.8,11.1,12.7,9.2,359.0,424.0,522.0,650.0,810.0,558.0,61.0,4620.0,,0.0
1954,1954,5,0,8,1.0,2.0,,2.0,2.0,6.0,6.9,8.4,9.4,10.3,8.1,500.0,600.0,724.0,881.0,957.0,751.0,93.0,759.0,,0.0
1955,1955,5,0,8,1.0,2.0,,2.0,8.0,9.2,10.8,12.6,14.6,16.9,12.3,275.0,313.0,350.0,391.0,414.0,350.0,29.0,611.0,,0.0
1956,1956,5,0,8,1.0,2.0,,2.0,9.0,8.5,9.6,10.8,11.7,12.7,10.5,370.0,403.0,458.0,512.0,556.0,461.0,44.0,1812.0,,0.0
1957,1957,5,0,8,1.0,2.0,,2.0,10.0,7.0,8.2,9.4,10.2,11.0,9.1,450.0,514.0,600.0,655.0,710.0,589.0,65.0,1438.0,,0.0
1958,1958,5,0,8,1.0,,1.0,,,7.3,8.4,9.8,11.1,12.9,9.2,342.0,400.0,490.0,610.0,720.0,521.0,57.0,2359.0,,0.0
1959,1959,5,0,8,1.0,2.0,1.0,,2.0,5.6,6.9,7.8,9.2,10.0,7.7,550.0,610.0,711.0,850.0,1003.0,756.0,98.0,298.0,,0.0
1960,1960,5,0,8,1.0,2.0,1.0,,8.0,9.0,10.0,12.0,13.8,15.8,11.5,266.0,300.0,343.0,370.0,425.0,338.0,29.0,382.0,,0.0
1961,1961,5,0,8,1.0,2.0,1.0,,9.0,8.1,9.3,10.4,11.3,12.9,10.1,353.0,391.0,430.0,485.0,540.0,439.0,43.0,981.0,,0.0
1962,1962,5,0,8,1.0,2.0,1.0,,10.0,7.3,8.2,9.3,10.4,11.2,9.1,444.0,513.0,586.0,650.0,700.0,582.0,64.0,698.0,,0.0
1963,1963,5,0,8,1.0,,1.0,1.0,,7.3,8.7,10.0,11.3,13.3,9.6,350.0,400.0,490.0,600.0,700.0,513.0,54.0,683.0,,0.0
1964,1964,5,0,8,1.0,,1.0,2.0,,7.2,8.4,9.6,11.0,12.6,9.0,340.0,400.0,493.0,620.0,723.0,525.0,58.0,1676.0,,0.0
1965,1965,5,0,8,1.0,,2.0,,,6.4,7.8,9.1,10.5,12.0,8.8,385.0,460.0,525.0,620.0,710.0,549.0,62.0,928.0,,0.0
1966,1966,5,0,8,1.0,2.0,2.0,,2.0,6.0,6.7,7.8,8.9,10.0,7.8,475.0,537.0,606.0,760.0,920.0,659.0,85.0,267.0,,0.0
1967,1967,5,0,8,1.0,2.0,2.0,,8.0,10.1,11.7,16.0,17.6,18.8,13.8,335.0,335.0,365.0,395.0,414.0,371.0,27.0,68.0,,0.0
1968,1968,5,0,8,1.0,2.0,2.0,,9.0,8.3,9.3,10.9,11.7,14.2,10.5,375.0,410.0,470.0,500.0,545.0,463.0,44.0,206.0,,0.0
1969,1969,5,0,8,1.0,2.0,2.0,,10.0,6.4,8.1,9.1,10.0,10.7,8.8,450.0,500.0,536.0,610.0,650.0,550.0,62.0,387.0,,0.0
1970,1970,5,0,8,1.0,,2.0,1.0,,7.3,8.5,9.2,10.5,12.0,9.3,385.0,480.0,526.0,610.0,700.0,551.0,60.0,215.0,,0.0
1971,1971,5,0,8,1.0,,2.0,2.0,,6.3,7.6,9.1,10.4,11.9,8.7,390.0,452.0,525.0,620.0,710.0,548.0,63.0,713.0,,0.0
1972,1972,5,0,8,1.0,,3.0,,,7.0,8.5,9.9,11.4,13.7,9.3,345.0,410.0,500.0,640.0,850.0,549.0,59.0,893.0,,0.0
1973,1973,5,0,8,1.0,2.0,3.0,,2.0,6.0,6.9,8.2,9.2,10.0,8.1,480.0,600.0,779.0,900.0,1100.0,775.0,95.0,164.0,,0.0
1974,1974,5,0,8,1.0,2.0,3.0,,8.0,10.9,12.2,13.7,15.4,16.8,13.3,297.0,315.0,338.0,380.0,410.0,348.0,26.0,222.0,,0.0
1975,1975,5,0,8,1.0,2.0,3.0,,9.0,8.8,9.3,10.6,11.4,12.6,10.4,380.0,401.0,460.0,503.0,529.0,458.0,44.0,317.0,,0.0
1976,1976,5,0,8,1.0,2.0,3.0,,10.0,6.8,7.6,8.8,9.9,10.6,8.7,476.0,520.0,621.0,695.0,750.0,612.0,70.0,190.0,,0.0
1977,1977,5,0,8,1.0,,3.0,1.0,,7.6,9.1,10.6,12.6,14.3,9.8,320.0,380.0,480.0,636.0,823.0,536.0,54.0,221.0,,0.0
1978,1978,5,0,8,1.0,,3.0,2.0,,6.9,8.2,9.6,10.9,12.9,9.1,356.0,420.0,503.0,654.0,863.0,555.0,61.0,672.0,,0.0
1979,1979,5,0,8,1.0,,4.0,,,8.1,9.3,10.3,11.3,12.6,10.0,370.0,493.0,581.0,765.0,920.0,625.0,63.0,859.0,,0.0
1980,1980,5,0,8,1.0,2.0,4.0,,2.0,7.8,8.4,9.7,10.2,11.3,9.4,615.0,740.0,870.0,920.0,982.0,851.0,90.0,119.0,,0.0
1981,1981,5,0,8,1.0,2.0,4.0,,8.0,10.9,11.9,12.3,14.5,16.9,12.7,300.0,305.0,337.0,370.0,400.0,343.0,27.0,110.0,,0.0
1982,1982,5,0,8,1.0,2.0,4.0,,9.0,9.1,10.2,11.1,11.8,12.7,10.9,421.0,463.0,505.0,540.0,570.0,500.0,46.0,402.0,,0.0
1983,1983,5,0,8,1.0,2.0,4.0,,10.0,7.6,8.8,9.7,10.5,12.0,9.4,506.0,578.0,635.0,690.0,765.0,631.0,67.0,228.0,,0.0
1984,1984,5,0,8,1.0,,4.0,1.0,,8.7,9.7,10.6,11.8,12.0,10.2,370.0,450.0,550.0,651.0,870.0,588.0,57.0,231.0,,0.0
