,Unnamed: 0,Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
4741,4741,11,0,16,1.0,2.0,2.0,,8.0,9.5,11.8,14.6,16.5,19.8,13.6,279.0,316.0,342.0,375.0,395.0,340.0,25.0,93.0,,0.0
4742,4742,11,0,16,1.0,2.0,2.0,,9.0,8.1,9.1,10.3,11.3,12.6,10.0,370.0,380.0,430.0,450.0,510.0,430.0,43.0,150.0,,0.0
4743,4743,11,0,16,1.0,2.0,2.0,,10.0,6.7,8.0,8.4,9.1,10.1,8.4,421.0,490.0,560.0,645.0,790.0,574.0,68.0,139.0,,0.0
4744,4744,11,0,16,1.0,,2.0,1.0,,6.7,7.2,9.7,12.6,16.5,9.0,330.0,390.0,455.0,600.0,810.0,513.0,57.0,201.0,,0.0
4745,4745,11,0,16,1.0,,2.0,2.0,,6.9,8.1,8.7,9.7,11.3,8.4,371.0,430.0,520.0,635.0,760.0,538.0,64.0,292.0,,0.0
4746,4746,11,0,16,1.0,,3.0,,,8.0,9.0,10.3,11.8,13.5,9.9,330.0,380.0,441.0,564.0,680.0,483.0,49.0,754.0,,0.0
4747,4747,11,0,16,1.0,2.0,3.0,,2.0,6.7,7.4,8.0,9.0,9.0,7.9,650.0,700.0,746.0,757.0,998.0,775.0,98.0,68.0,,0.0
4748,4748,11,0,16,1.0,2.0,3.0,,8.0,10.0,10.8,12.7,14.2,15.0,12.1,295.0,320.0,360.0,396.0,420.0,358.0,30.0,260.0,,0.0
4749,4749,11,0,16,1.0,2.0,3.0,,9.0,8.5,9.2,10.0,11.0,12.1,10.0,388.0,402.0,450.0,491.0,550.0,461.0,46.0,293.0,,0.0
4750,4750,11,0,16,1.0,2.0,3.0,,10.0,7.9,8.8,9.9,10.2,10.7,9.3,484.0,553.0,610.0,630.0,690.0,596.0,64.0,133.0,,0.0
4751,4751,11,0,16,1.0,,3.0,1.0,,8.4,9.3,10.7,12.7,15.0,10.2,330.0,375.0,440.0,544.0,700.0,470.0,46.0,305.0,,0.0
4752,4752,11,0,16,1.0,,3.0,2.0,,8.0,9.0,10.2,11.3,13.3,9.8,330.0,380.0,456.0,600.0,680.0,489.0,50.0,449.0,,0.0
4753,4753,11,0,16,1.0,,4.0,,,8.4,8.8,9.8,11.6,14.1,9.8,355.0,430.0,520.0,660.0,730.0,546.0,56.0,350.0,,0.0
4754,4754,11,0,16,1.0,2.0,4.0,,2.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,43.0,,0.0
4755,4755,11,0,16,1.0,2.0,4.0,,8.0,11.8,11.8,14.1,14.3,16.1,13.6,327.0,355.0,363.0,389.0,410.0,369.0,27.0,77.0,,0.0
4756,4756,11,0,16,1.0,2.0,4.0,,9.0,8.5,9.0,10.0,11.6,12.2,10.0,430.0,435.0,457.0,500.0,520.0,470.0,47.0,121.0,,0.0
4757,4757,11,0,16,1.0,2.0,4.0,,10.0,8.8,9.3,9.6,10.3,11.1,9.6,580.0,590.0,647.0,710.0,745.0,654.0,68.0,109.0,,0.0
4758,4758,11,0,16,1.0,,4.0,1.0,,7.9,9.1,10.4,12.1,16.1,10.1,355.0,450.0,590.0,730.0,811.0,585.0,58.0,158.0,,0.0
4759,4759,11,0,16,1.0,,4.0,2.0,,8.5,8.8,9.8,11.6,14.1,9.7,385.0,430.0,500.0,621.0,710.0,529.0,54.0,192.0,,0.0
4760,4760,11,0,16,1.0,,5.0,,,9.0,9.7,10.5,11.5,12.4,10.4,410.0,462.0,521.0,667.0,750.0,570.0,55.0,570.0,27851.0,0.0
4761,4761,11,0,16,1.0,2.0,5.0,,2.0,7.4,8.3,9.1,9.9,10.7,9.2,689.0,773.0,863.0,922.0,1021.0,871.0,94.0,57.0,4366.0,0.0
4762,4762,11,0,16,1.0,2.0,5.0,,8.0,9.0,10.7,11.5,12.3,14.0,11.2,324.0,360.0,407.0,450.0,455.0,400.0,36.0,61.0,5752.0,0.0
4763,4763,11,0,16,1.0,2.0,5.0,,9.0,9.7,9.8,10.8,11.8,12.5,10.8,433.0,483.0,485.0,525.0,624.0,517.0,48.0,248.0,10223.0,0.0
4764,4764,11,0,16,1.0,2.0,5.0,,10.0,9.2,9.8,10.3,10.9,11.6,10.3,475.0,605.0,640.0,715.0,735.0,642.0,63.0,204.0,7509.0,0.0
4765,4765,11,0,16,1.0,,5.0,1.0,,9.0,10.1,11.3,12.0,12.5,10.8,360.0,455.0,521.0,678.0,750.0,555.0,51.0,236.0,,0.0
4766,4766,11,0,16,1.0,,5.0,2.0,,8.8,9.7,10.5,10.8,11.9,10.1,433.0,483.0,530.0,667.0,791.0,582.0,57.0,334.0,,0.0
4767,4767,11,0,16,1.0,4.0,,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,45.0,,0.0
4768,4768,11,0,16,1.0,5.0,,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,,0.0
4769,4769,11,0,16,1.0,5.0,,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,40.0,,0.0
4770,4770,11,0,16,1.0,4.0,,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,13.0,,0.0
4771,4771,11,0,16,1.0,5.0,,1.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4772,4772,11,0,16,1.0,5.0,,1.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,11.0,,0.0
4773,4773,11,0,16,1.0,4.0,,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,32.0,,0.0
4774,4774,11,0,16,1.0,5.0,,2.0,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
4775,4775,11,0,16,1.0,5.0,,2.0,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,29.0,,0.0
4776,4776,11,0,16,1.0,4.0,1.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,30.0,,0.0
4777,4777,11,0,16,1.0,5.0,1.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,4.0,,0.0
4778,4778,11,0,16,1.0,5.0,1.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,26.0,,0.0
4779,4779,11,0,16,1.0,4.0,1.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,8.0,,0.0
4780,4780,11,0,16,1.0,4.0,1.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,22.0,,0.0
4781,4781,11,0,16,1.0,4.0,2.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,7.0,,0.0
4782,4782,11,0,16,1.0,5.0,2.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,,0.0
4783,4783,11,0,16,1.0,5.0,2.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,6.0,,0.0
4784,4784,11,0,16,1.0,4.0,2.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4785,4785,11,0,16,1.0,4.0,2.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,5.0,,0.0
4786,4786,11,0,16,1.0,4.0,3.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
4787,4787,11,0,16,1.0,5.0,3.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
4788,4788,11,0,16,1.0,4.0,3.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4789,4789,11,0,16,1.0,4.0,3.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,,0.0
4790,4790,11,0,16,1.0,4.0,4.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4791,4791,11,0,16,1.0,5.0,4.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4792,4792,11,0,16,1.0,4.0,4.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4793,4793,11,0,16,1.0,4.0,5.0,,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
4794,4794,11,0,16,1.0,5.0,5.0,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,761.67,239.0,0.0
4795,4795,11,0,16,1.0,5.0,5.0,,3.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,3.0,,0.0
4796,4796,11,0,16,1.0,4.0,5.0,1.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,1.0,,0.0
4797,4797,11,0,16,1.0,4.0,5.0,2.0,,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,2.0,,0.0
4798,4798,11,0,16,1.0,6.0,,,,7.4,8.6,10.0,11.5,13.4,9.5,350.0,400.0,480.0,610.0,724.0,522.0,55.0,5222.0,27162.0,0.0
4799,4799,11,0,16,1.0,7.0,,,4.0,10.3,11.1,12.9,14.8,16.8,12.6,296.0,325.0,360.0,398.0,423.0,360.0,29.0,1041.0,5726.0,0.0
4800,4800,11,0,16,1.0,7.0,,,5.0,8.1,9.2,10.5,11.5,12.5,10.1,370.0,403.0,450.0,490.0,540.0,453.0,45.0,2097.0,10144.0,0.0
4801,4801,11,0,16,1.0,7.0,,,6.0,7.5,8.5,9.3,10.2,10.9,9.2,470.0,536.0,603.0,651.0,723.0,601.0,66.0,1402.0,7376.0,0.0
4802,4802,11,0,16,1.0,7.0,,,7.0,6.7,7.1,7.8,8.6,9.4,7.8,520.0,615.0,720.0,830.0,1055.0,776.0,99.0,682.0,3917.0,0.0
4803,4803,11,0,16,1.0,6.0,,1.0,,7.8,9.0,10.5,12.1,14.5,9.9,350.0,400.0,473.0,610.0,750.0,526.0,53.0,2342.0,,0.0
4804,4804,11,0,16,1.0,7.0,,1.0,4.0,10.4,11.8,13.0,15.2,17.1,13.1,310.0,330.0,360.0,400.0,430.0,366.0,28.0,595.0,,0.0
4805,4805,11,0,16,1.0,7.0,,1.0,5.0,8.9,9.6,10.9,12.0,12.6,10.6,380.0,415.0,450.0,493.0,551.0,464.0,44.0,941.0,,0.0
4806,4806,11,0,16,1.0,7.0,,1.0,6.0,8.0,8.9,9.7,10.3,11.3,9.6,475.0,521.0,610.0,700.0,750.0,611.0,64.0,552.0,,0.0
4807,4807,11,0,16,1.0,7.0,,1.0,7.0,6.7,7.0,7.7,8.5,9.4,7.9,520.0,600.0,750.0,850.0,1100.0,799.0,101.0,254.0,,0.0
4808,4808,11,0,16,1.0,6.0,,2.0,,7.3,8.5,9.8,11.1,13.0,9.3,340.0,400.0,483.0,610.0,714.0,520.0,56.0,2880.0,,0.0
4809,4809,11,0,16,1.0,7.0,,2.0,4.0,10.3,10.7,12.7,14.3,16.1,12.2,290.0,325.0,355.0,394.0,415.0,356.0,29.0,446.0,,0.0
4810,4810,11,0,16,1.0,7.0,,2.0,5.0,7.8,8.9,10.3,11.4,12.1,9.9,365.0,400.0,440.0,490.0,540.0,447.0,45.0,1156.0,,0.0
4811,4811,11,0,16,1.0,7.0,,2.0,6.0,7.3,8.2,9.1,10.0,10.6,9.0,465.0,543.0,600.0,645.0,710.0,595.0,66.0,850.0,,0.0
4812,4812,11,0,16,1.0,7.0,,2.0,7.0,6.3,7.1,7.8,8.6,9.6,7.8,530.0,620.0,720.0,830.0,1037.0,764.0,98.0,428.0,,0.0
4813,4813,11,0,16,1.0,6.0,1.0,,,7.3,8.3,10.0,11.5,13.6,9.3,330.0,400.0,469.0,610.0,734.0,523.0,56.0,3070.0,,0.0
4814,4814,11,0,16,1.0,7.0,1.0,,4.0,10.3,11.1,12.9,15.1,17.1,12.8,281.0,320.0,352.0,400.0,420.0,357.0,28.0,550.0,,0.0
4815,4815,11,0,16,1.0,7.0,1.0,,5.0,7.8,9.1,10.6,11.5,12.5,10.1,365.0,400.0,430.0,480.0,540.0,442.0,44.0,1285.0,,0.0
4816,4816,11,0,16,1.0,7.0,1.0,,6.0,7.4,8.1,9.1,10.0,10.8,8.9,465.0,510.0,600.0,640.0,710.0,585.0,65.0,818.0,,0.0
4817,4817,11,0,16,1.0,7.0,1.0,,7.0,6.7,7.1,7.7,8.5,9.6,7.8,560.0,620.0,720.0,896.0,1117.0,811.0,104.0,417.0,,0.0
4818,4818,11,0,16,1.0,6.0,1.0,1.0,,7.9,8.9,10.4,12.0,14.3,9.8,350.0,400.0,470.0,605.0,750.0,530.0,54.0,1447.0,,0.0
4819,4819,11,0,16,1.0,6.0,1.0,2.0,,7.1,7.8,9.7,11.3,13.0,9.1,330.0,400.0,465.0,612.0,720.0,519.0,57.0,1623.0,,0.0
4820,4820,11,0,16,1.0,6.0,2.0,,,6.8,8.1,8.8,10.3,12.7,8.6,365.0,404.0,500.0,635.0,775.0,527.0,61.0,486.0,,0.0
4821,4821,11,0,16,1.0,7.0,2.0,,4.0,9.5,11.8,14.6,16.5,19.8,13.6,279.0,316.0,342.0,375.0,395.0,340.0,25.0,93.0,,0.0
4822,4822,11,0,16,1.0,7.0,2.0,,5.0,8.1,9.1,10.3,11.3,12.6,10.0,370.0,380.0,430.0,450.0,510.0,430.0,43.0,150.0,,0.0
4823,4823,11,0,16,1.0,7.0,2.0,,6.0,6.7,7.9,8.4,9.1,10.1,8.4,421.0,490.0,560.0,645.0,790.0,573.0,68.0,138.0,,0.0
4824,4824,11,0,16,1.0,7.0,2.0,,7.0,6.5,6.8,7.6,8.6,8.8,7.5,499.0,570.0,635.0,760.0,820.0,652.0,87.0,105.0,,0.0
4825,4825,11,0,16,1.0,6.0,2.0,1.0,,6.7,7.2,9.7,12.6,16.5,9.0,330.0,390.0,455.0,600.0,810.0,510.0,57.0,199.0,,0.0
4826,4826,11,0,16,1.0,6.0,2.0,2.0,,6.9,8.1,8.7,9.8,11.3,8.5,370.0,430.0,520.0,635.0,734.0,535.0,63.0,287.0,,0.0
4827,4827,11,0,16,1.0,6.0,3.0,,,8.0,9.0,10.3,11.8,13.6,9.9,330.0,380.0,441.0,564.0,680.0,481.0,49.0,751.0,,0.0
4828,4828,11,0,16,1.0,7.0,3.0,,4.0,10.0,10.8,12.7,14.2,15.0,12.1,295.0,320.0,360.0,396.0,420.0,358.0,30.0,260.0,,0.0
4829,4829,11,0,16,1.0,7.0,3.0,,5.0,8.5,9.2,10.0,11.0,12.1,10.0,388.0,402.0,450.0,491.0,550.0,461.0,46.0,293.0,,0.0
4830,4830,11,0,16,1.0,7.0,3.0,,6.0,7.9,8.8,9.9,10.2,10.7,9.3,484.0,553.0,610.0,630.0,690.0,596.0,64.0,133.0,,0.0
4831,4831,11,0,16,1.0,7.0,3.0,,7.0,6.7,7.4,8.0,9.0,9.0,7.9,650.0,700.0,746.0,753.0,894.0,764.0,97.0,65.0,,0.0
4832,4832,11,0,16,1.0,6.0,3.0,1.0,,8.4,9.3,10.7,12.7,15.0,10.2,330.0,375.0,440.0,540.0,690.0,468.0,46.0,303.0,,0.0
4833,4833,11,0,16,1.0,6.0,3.0,2.0,,8.0,9.0,10.2,11.3,13.3,9.8,330.0,380.0,455.0,600.0,680.0,488.0,50.0,448.0,,0.0
4834,4834,11,0,16,1.0,6.0,4.0,,,8.4,8.8,9.8,11.6,14.1,9.9,355.0,430.0,520.0,659.0,730.0,545.0,55.0,348.0,,0.0
4835,4835,11,0,16,1.0,7.0,4.0,,4.0,11.8,11.8,14.1,14.3,16.1,13.6,327.0,355.0,363.0,389.0,410.0,369.0,27.0,77.0,,0.0
4836,4836,11,0,16,1.0,7.0,4.0,,5.0,8.5,9.0,10.0,11.6,12.2,10.0,430.0,435.0,457.0,500.0,520.0,470.0,47.0,121.0,,0.0
4837,4837,11,0,16,1.0,7.0,4.0,,6.0,8.8,9.3,9.6,10.3,11.1,9.6,580.0,590.0,647.0,710.0,745.0,654.0,68.0,109.0,,0.0
4838,4838,11,0,16,1.0,7.0,4.0,,7.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,,0.0
4839,4839,11,0,16,1.0,6.0,4.0,1.0,,7.9,9.1,10.4,12.1,16.1,10.1,355.0,450.0,590.0,730.0,811.0,585.0,58.0,158.0,,0.0
4840,4840,11,0,16,1.0,6.0,4.0,2.0,,8.5,8.8,9.8,11.6,14.1,9.8,385.0,430.0,500.0,615.0,710.0,528.0,54.0,190.0,,0.0
4841,4841,11,0,16,1.0,6.0,5.0,,,9.0,9.7,10.5,11.5,12.4,10.4,408.0,460.0,521.0,662.0,750.0,568.0,55.0,567.0,27162.0,0.0
4842,4842,11,0,16,1.0,7.0,5.0,,4.0,9.0,10.7,11.5,12.3,14.0,11.2,324.0,360.0,407.0,450.0,455.0,400.0,36.0,61.0,5726.0,0.0
4843,4843,11,0,16,1.0,7.0,5.0,,5.0,9.7,9.8,10.8,11.8,12.5,10.8,433.0,483.0,485.0,525.0,624.0,517.0,48.0,248.0,10144.0,0.0
4844,4844,11,0,16,1.0,7.0,5.0,,6.0,9.2,9.8,10.3,10.9,11.6,10.3,475.0,605.0,640.0,715.0,735.0,642.0,63.0,204.0,7376.0,0.0
4845,4845,11,0,16,1.0,7.0,5.0,,7.0,7.3,8.3,9.1,9.9,10.7,9.2,625.0,773.0,858.0,934.0,1028.0,870.0,94.0,54.0,3917.0,0.0
4846,4846,11,0,16,1.0,6.0,5.0,1.0,,9.0,10.1,11.3,12.0,12.5,10.8,360.0,455.0,521.0,667.0,750.0,554.0,51.0,235.0,,0.0
4847,4847,11,0,16,1.0,6.0,5.0,2.0,,8.8,9.7,10.5,10.9,11.9,10.1,433.0,483.0,529.0,660.0,782.0,579.0,57.0,332.0,,0.0
4848,4848,11,0,16,2.0,,,,,6.6,7.8,9.1,10.9,12.9,8.8,350.0,401.0,525.0,650.0,847.0,559.0,64.0,2722.0,16908.0,0.0
4849,4849,11,0,16,2.0,1.0,,,1.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,44.0,,0.0
4850,4850,11,0,16,2.0,2.0,,,2.0,6.0,7.0,8.0,9.0,10.1,7.9,530.0,620.0,725.0,885.0,1000.0,761.0,96.0,714.0,5059.0,0.0
4851,4851,11,0,16,2.0,1.0,,,3.0,6.5,7.4,8.7,9.6,10.6,8.3,650.0,790.0,900.0,990.0,1166.0,908.0,109.0,281.0,2319.0,0.0
4852,4852,11,0,16,2.0,3.0,,,4.0,9.8,11.1,12.3,14.0,17.0,12.1,300.0,320.0,350.0,390.0,410.0,357.0,29.0,377.0,2885.0,0.0
4853,4853,11,0,16,2.0,3.0,,,5.0,7.6,8.9,10.0,11.4,12.7,9.9,350.0,400.0,450.0,502.0,550.0,450.0,45.0,768.0,4174.0,0.0
4854,4854,11,0,16,2.0,3.0,,,6.0,6.6,7.5,8.5,9.8,10.5,8.4,430.0,490.0,570.0,625.0,695.0,561.0,66.0,819.0,4319.0,0.0
4855,4855,11,0,16,2.0,3.0,,,7.0,6.0,6.7,7.8,8.7,9.6,7.6,510.0,580.0,660.0,750.0,874.0,677.0,89.0,433.0,2740.0,0.0
4856,4856,11,0,16,2.0,2.0,,,8.0,9.7,11.1,12.3,14.0,17.0,12.1,300.0,320.0,350.0,390.0,410.0,357.0,29.0,378.0,2901.0,0.0
4857,4857,11,0,16,2.0,2.0,,,9.0,7.6,8.9,10.0,11.4,12.7,9.9,350.0,400.0,450.0,504.0,550.0,451.0,45.0,777.0,4253.0,0.0
4858,4858,11,0,16,2.0,2.0,,,10.0,6.6,7.5,8.5,9.7,10.5,8.4,435.0,490.0,570.0,625.0,700.0,564.0,67.0,853.0,4695.0,0.0
4859,4859,11,0,16,2.0,,,1.0,,7.3,8.3,9.4,11.2,13.3,9.2,350.0,405.0,510.0,625.0,800.0,548.0,60.0,1047.0,,0.0
4860,4860,11,0,16,2.0,2.0,,1.0,2.0,6.4,7.6,8.2,9.2,10.1,8.2,560.0,620.0,720.0,875.0,969.0,755.0,92.0,256.0,,0.0
4861,4861,11,0,16,2.0,2.0,,1.0,8.0,10.0,11.4,13.3,16.3,18.6,13.2,301.0,340.0,365.0,400.0,410.0,363.0,28.0,162.0,,0.0
4862,4862,11,0,16,2.0,2.0,,1.0,9.0,8.4,9.0,10.2,11.4,12.4,10.1,378.0,410.0,460.0,510.0,570.0,466.0,46.0,310.0,,0.0
4863,4863,11,0,16,2.0,2.0,,1.0,10.0,6.9,7.9,8.6,9.5,10.5,8.6,445.0,500.0,580.0,630.0,700.0,577.0,67.0,319.0,,0.0
4864,4864,11,0,16,2.0,,,2.0,,6.4,7.5,8.9,10.7,12.6,8.6,350.0,400.0,530.0,659.0,872.0,565.0,66.0,1675.0,,0.0
4865,4865,11,0,16,2.0,2.0,,2.0,2.0,6.0,6.8,7.9,9.0,10.3,7.8,520.0,617.0,730.0,896.0,1017.0,764.0,98.0,458.0,,0.0
4866,4866,11,0,16,2.0,2.0,,2.0,8.0,8.8,10.9,11.9,13.7,15.0,11.5,294.0,310.0,350.0,380.0,430.0,354.0,31.0,216.0,,0.0
4867,4867,11,0,16,2.0,2.0,,2.0,9.0,7.3,8.4,10.0,11.4,12.7,9.8,350.0,388.0,429.0,495.0,541.0,441.0,45.0,467.0,,0.0
4868,4868,11,0,16,2.0,2.0,,2.0,10.0,6.4,7.4,8.5,9.8,10.6,8.4,427.0,480.0,565.0,625.0,700.0,558.0,67.0,534.0,,0.0
4869,4869,11,0,16,2.0,,1.0,,,6.3,7.4,8.8,10.5,11.4,8.4,370.0,410.0,510.0,606.0,700.0,534.0,63.0,645.0,,0.0
4870,4870,11,0,16,2.0,2.0,1.0,,2.0,5.6,6.4,7.5,8.8,10.1,7.4,510.0,600.0,682.0,860.0,907.0,718.0,96.0,142.0,,0.0
4871,4871,11,0,16,2.0,2.0,1.0,,8.0,8.7,10.0,10.9,11.9,12.7,10.8,275.0,344.0,370.0,380.0,380.0,351.0,33.0,57.0,,0.0
4872,4872,11,0,16,2.0,2.0,1.0,,9.0,7.6,9.0,10.4,11.4,12.5,9.9,348.0,390.0,435.0,490.0,550.0,440.0,44.0,211.0,,0.0
4873,4873,11,0,16,2.0,2.0,1.0,,10.0,6.4,7.3,8.6,9.6,10.5,8.3,400.0,457.0,550.0,600.0,640.0,536.0,65.0,235.0,,0.0
4874,4874,11,0,16,2.0,,1.0,1.0,,6.9,8.0,9.4,10.5,11.7,8.8,380.0,445.0,550.0,620.0,700.0,548.0,62.0,238.0,,0.0
4875,4875,11,0,16,2.0,,1.0,2.0,,6.2,7.2,8.8,10.5,11.3,8.3,355.0,400.0,500.0,600.0,721.0,528.0,64.0,407.0,,0.0
4876,4876,11,0,16,2.0,,2.0,,,6.6,7.5,8.4,9.8,11.3,8.3,398.0,450.0,560.0,650.0,780.0,569.0,68.0,564.0,,0.0
4877,4877,11,0,16,2.0,2.0,2.0,,2.0,6.3,6.8,7.9,8.8,10.0,7.8,515.0,610.0,650.0,780.0,910.0,692.0,89.0,217.0,,0.0
4878,4878,11,0,16,2.0,2.0,2.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,29.0,,0.0
4879,4879,11,0,16,2.0,2.0,2.0,,9.0,7.2,7.5,8.9,10.5,11.3,9.0,350.0,400.0,420.0,483.0,570.0,441.0,49.0,113.0,,0.0
4880,4880,11,0,16,2.0,2.0,2.0,,10.0,6.9,7.8,8.4,9.3,10.4,8.4,450.0,500.0,557.0,590.0,700.0,558.0,67.0,205.0,,0.0
4881,4881,11,0,16,2.0,,2.0,1.0,,6.9,7.9,8.6,10.0,11.3,8.6,400.0,500.0,600.0,720.0,865.0,618.0,72.0,214.0,,0.0
4882,4882,11,0,16,2.0,,2.0,2.0,,6.4,7.2,8.4,9.7,11.4,8.1,350.0,420.0,518.0,613.0,710.0,535.0,66.0,350.0,,0.0
4883,4883,11,0,16,2.0,,3.0,,,6.6,7.8,9.5,12.6,15.0,9.0,320.0,369.0,450.0,600.0,750.0,513.0,57.0,759.0,,0.0
4884,4884,11,0,16,2.0,2.0,3.0,,2.0,6.0,6.8,7.5,8.3,9.4,7.6,520.0,600.0,664.0,844.0,1030.0,747.0,99.0,174.0,,0.0
4885,4885,11,0,16,2.0,2.0,3.0,,8.0,10.2,11.4,13.5,15.0,17.5,13.0,300.0,320.0,357.0,400.0,410.0,363.0,28.0,225.0,,0.0
4886,4886,11,0,16,2.0,2.0,3.0,,9.0,7.9,8.9,9.3,11.4,12.7,9.6,350.0,380.0,433.0,490.0,530.0,438.0,45.0,212.0,,0.0
4887,4887,11,0,16,2.0,2.0,3.0,,10.0,5.9,6.9,8.0,9.0,9.8,8.0,445.0,478.0,550.0,612.0,644.0,557.0,70.0,148.0,,0.0
4888,4888,11,0,16,2.0,,3.0,1.0,,7.6,8.6,10.0,14.0,17.1,9.9,330.0,365.0,410.0,530.0,640.0,476.0,48.0,299.0,,0.0
4889,4889,11,0,16,2.0,,3.0,2.0,,6.4,7.4,9.3,11.9,13.9,8.5,317.0,370.0,490.0,633.0,796.0,535.0,63.0,460.0,,0.0
4890,4890,11,0,16,2.0,,4.0,,,7.8,8.5,9.3,10.4,13.2,9.1,376.0,480.0,623.0,740.0,950.0,651.0,71.0,225.0,,0.0
4891,4891,11,0,16,2.0,2.0,4.0,,2.0,7.1,8.0,8.6,9.3,9.6,8.5,604.0,740.0,896.0,950.0,1139.0,869.0,102.0,69.0,,0.0
4892,4892,11,0,16,2.0,2.0,4.0,,8.0,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,34.0,,0.0
4893,4893,11,0,16,2.0,2.0,4.0,,9.0,8.8,9.2,10.4,12.4,13.3,10.5,370.0,400.0,480.0,490.0,539.0,451.0,43.0,64.0,,0.0
