Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;;Maison;2. Entre 1946-1970;;;7,7;9,6;12,2;14,3;16,3;11,6;590;650;794;1022;1503;974;84;337;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;2. Entre 1946-1970;;Maison 1-3P;9,6;11,6;13,1;14,7;16,3;12,6;520;590;700;950;1000;762;60;168;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;2. Entre 1946-1970;;Maison 4P+;6,5;7,7;10,6;14,3;16,7;10,8;647;769;1000;1429;1929;1252;116;169;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;9,0;11,3;13,3;15,5;16,3;12,9;700;760;1000;1300;1300;996;77;89;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;2. Entre 1946-1970;2. 1 an et plus;;6,9;9,6;11,9;13,9;16,3;11,4;520;650;794;1000;1503;971;85;248;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;3. Entre 1971-1990;;;8,0;9,2;11,1;13,8;15,1;11,3;680;850;1100;1280;1400;1091;97;334;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;3. Entre 1971-1990;;Maison 1-3P;12,0;12,0;14,5;15,0;19,4;13,7;680;720;825;1058;1200;883;64;85;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;3. Entre 1971-1990;;Maison 4P+;8,0;9,0;11,0;13,1;14,9;11,0;800;900;1100;1302;1502;1140;104;249;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;8,9;11,1;12,7;14,5;19,4;12,6;680;890;1200;1400;2000;1184;94;65;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;3. Entre 1971-1990;2. 1 an et plus;;8,0;9,0;11,0;13,4;15,0;10,9;750;819;1093;1250;1350;1064;97;269;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;4. Entre 1991-2005;;;9,4;10,8;12,3;15,7;19,4;12,6;800;1000;1250;1636;2000;1346;107;279;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;4. Entre 1991-2005;;Maison 1-3P;12,0;12,3;13,5;19,3;19,4;14,1;660;680;800;843;1010;799;56;82;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;4. Entre 1991-2005;;Maison 4P+;9,4;10,4;12,0;14,8;18,2;12,4;1000;1180;1330;1700;2266;1472;119;197;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;10,3;12,0;12,5;14,8;19,4;12,8;680;1020;1200;1650;2000;1289;100;74;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;4. Entre 1991-2005;2. 1 an et plus;;9,4;10,8;12,3;15,8;19,0;12,5;800;1000;1297;1470;2530;1364;109;205;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;5. Après 2005;;;9,8;11,7;13,3;14,5;16,3;12,9;800;980;1100;1365;1565;1135;88;201;31623;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;5. Après 2005;;Maison 1-3P;7,4;11,8;13,3;16,3;16,3;13,2;500;800;800;980;1110;862;65;70;14842;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;5. Après 2005;;Maison 4P+;9,8;11,5;13,3;14,4;16,5;12,8;1020;1100;1290;1500;1600;1310;102;131;16782;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;5. Après 2005;1. Moins de 1 an;;13,0;14,3;14,5;16,5;17,4;14,8;1215;1320;1555;1600;1600;1446;98;67;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Maison;5. Après 2005;2. 1 an et plus;;9,8;11,5;13,3;13,9;16,3;12,3;800;800;1020;1168;1400;1046;85;134;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;;;9,2;10,6;12,5;15,0;18,0;12,1;430;520;640;760;922;669;55;32161;185160;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;;Appart 1P;12,2;13,8;16,7;20,0;23,3;16,4;341;395;450;503;565;452;28;5662;29291;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;;Appart 2P;10,4;12,0;14,1;15,9;18,0;13,8;450;500;575;650;720;582;42;11833;62166;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;;Appart 3P;8,8;10,0;11,4;13,0;14,5;11,4;571;640;719;808;916;733;65;10801;63332;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;;Appart 4P+;7,6;9,2;10,3;11,6;13,6;10,5;610;710;850;1036;1290;919;88;3865;30371;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;1. Moins de 1 an;;10,0;11,3;13,5;15,7;18,4;12,9;450;545;650;790;945;693;54;8488;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;1. Moins de 1 an;Appart 1P;12,9;14,2;16,7;20,0;23,3;16,7;370;411;460;530;585;470;28;1584;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;1. Moins de 1 an;Appart 2P;11,5;12,9;14,7;16,3;18,3;14,5;480;540;600;680;740;609;42;3361;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;1. Moins de 1 an;Appart 3P;9,5;10,6;12,0;13,7;15,0;12,1;600;665;750;850;940;768;63;2716;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;1. Moins de 1 an;Appart 4P+;8,1;9,7;10,7;12,6;14,2;11,0;650;772;900;1100;1350;981;89;827;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;2. 1 an et plus;;9,0;10,3;12,1;14,8;17,7;11,8;420;508;630;750;914;659;56;23673;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;2. 1 an et plus;Appart 1P;11,7;13,4;16,7;20,1;23,4;16,3;336;383;448;500;557;444;27;4078;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;2. 1 an et plus;Appart 2P;10,0;11,5;13,7;15,6;17,8;13,4;439;498;560;641;710;571;42;8472;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;2. 1 an et plus;Appart 3P;8,6;10,0;11,2;12,7;14,2;11,1;549;630;705;800;904;721;65;8085;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;;2. 1 an et plus;Appart 4P+;7,5;9,1;10,0;11,3;13,4;10,2;600;700;836;1010;1250;895;87;3038;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;;;9,0;10,3;12,5;15,0;17,7;11,9;400;480;590;700;850;620;52;10243;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;;Appart 1P;11,7;13,1;15,6;19,8;23,3;15,7;340;382;442;500;551;443;28;2334;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;;Appart 2P;10,0;11,4;13,5;15,5;17,6;13,3;427;480;542;610;690;554;42;4316;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;;Appart 3P;8,4;9,8;11,0;12,6;13,8;10,8;551;620;688;760;850;693;64;2658;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;;Appart 4P+;6,7;8,4;10,0;11,0;13,9;9,9;580;711;850;1100;1350;942;95;935;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;1. Moins de 1 an;;10,0;11,7;13,8;16,2;18,9;13,2;430;500;600;710;889;644;49;2392;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;1. Avant 1946;2. 1 an et plus;;8,7;10,0;11,9;14,8;17,6;11,5;400;470;590;697;847;612;53;7851;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;;;8,8;10,0;11,3;13,6;17,0;11,3;450;525;645;736;890;657;58;7395;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;;Appart 1P;12,1;14,8;16,7;20,4;24,0;16,9;350;400;453;500;560;459;27;1028;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;;Appart 2P;10,4;11,4;12,9;14,9;17,9;13,1;450;495;550;625;700;567;43;1925;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;;Appart 3P;8,2;9,5;10,7;12,0;13,2;10,5;528;600;673;745;833;678;64;3112;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;;Appart 4P+;8,2;9,5;10,2;11,1;13,3;10,3;621;690;750;900;1090;820;79;1330;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9,4;10,6;12,1;14,8;17,1;12,1;470;550;650;750;890;680;56;1692;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;8,5;10,0;11,0;13,2;16,9;11,1;432;509;638;730;880;649;59;5703;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;;;8,8;10,0;11,6;14,5;17,9;11,7;460;580;675;810;1042;727;62;3753;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;;Appart 1P;11,6;13,5;16,2;19,1;22,0;16,1;336;400;450;520;580;461;29;865;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;;Appart 2P;10,0;11,5;13,8;16,0;18,8;13,6;470;543;600;669;730;612;45;1091;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;;Appart 3P;9,0;10,1;11,2;12,5;14,5;11,3;618;650;701;810;974;754;67;1129;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;;Appart 4P+;7,6;8,9;10,0;11,6;13,4;10,5;620;726;840;1096;1400;940;90;668;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,8;10,0;11,7;14,9;17,9;11,8;460;565;700;850;1100;737;63;921;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;8,8;10,0;11,6;14,4;17,9;11,7;462;580;662;800;1020;722;62;2832;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;;;11,1;12,3;14,4;17,7;21,1;14,1;435;543;690;830;982;715;51;4084;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;;Appart 1P;14,2;17,1;20,0;22,2;25,6;19,3;350;400;460;500;601;461;24;862;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;;Appart 2P;12,3;13,9;15,6;17,6;19,5;15,4;521;576;645;708;770;645;42;1658;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;;Appart 3P;10,6;11,5;12,8;14,1;15,0;12,8;668;752;820;900;1080;845;66;1141;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;;Appart 4P+;9,8;10,5;11,5;12,5;15,1;11,9;790;888;948;1200;1460;1081;91;423;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;11,2;12,5;15,0;17,6;21,1;14,2;425;535;670;818;1090;718;50;1045;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;11,0;12,2;14,3;17,7;20,8;14,0;460;550;690;830;966;713;51;3039;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;;;10,7;11,9;13,5;15,2;16,7;13,2;512;600;720;850;980;734;56;6686;185160;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;;Appart 1P;12,2;13,4;15,0;17,0;20,7;15,4;280;400;470;530;600;462;30;573;29291;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;;Appart 2P;11,8;13,4;14,8;16,0;17,4;14,6;508;555;625;690;730;621;43;2843;62166;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;;Appart 3P;10,5;11,6;12,8;14,1;15,2;12,8;675;730;800;887;980;815;64;2761;63332;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;;Appart 4P+;9,4;10,6;11,0;12,7;14,0;11,4;779;900;980;1065;1271;1008;89;509;30371;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;1. Moins de 1 an;;11,2;12,3;14,0;15,4;17,2;13,6;530;600;725;860;1000;751;55;2438;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;;Appartement;5. Après 2005;2. 1 an et plus;;10,5;11,6;13,1;14,8;16,3;12,9;490;600;720;840;973;724;56;4248;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;;9,3;10,6;12,7;15,1;18,2;12,3;430;520;647;784;1000;698;57;24864;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Maison 1-3P;9,8;11,6;13,2;16,3;19,4;13,4;510;580;680;800;950;715;53;172;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Ensemble 4P+;7,7;9,3;10,5;12,8;15,3;11,1;647;749;950;1280;1553;1048;94;3030;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Maison 4P+;7,7;9,8;13,6;15,8;17,4;12,5;769;1020;1330;1565;2000;1378;111;298;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Appart 1P;12,1;13,8;16,6;20,0;24,0;16,3;340;390;450;507;560;451;28;4645;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Appart 2P;10,3;11,8;13,9;15,9;18,0;13,7;450;500;567;650;731;581;42;9060;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Appart 3P;8,9;10,2;11,4;13,0;14,5;11,5;565;640;720;810;914;733;64;7957;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Appart 4P+;8,0;9,3;10,3;11,8;14,0;10,6;620;710;890;1100;1388;952;89;2732;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Ensemble 1P;12,1;13,8;16,7;20,4;23,8;16,4;341;390;450;510;560;451;28;4649;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Ensemble 2P;10,2;11,8;13,9;16,0;18,2;13,8;450;500;570;650;733;582;42;9110;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;;Ensemble 3P;8,9;10,2;11,5;13,1;14,5;11,5;570;640;724;820;925;739;64;8075;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;1. Moins de 1 an;;10,0;11,6;13,8;16,0;18,9;13,3;450;550;677;820;1100;731;55;6144;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8,8;10,0;11,5;14,0;15,3;12,1;666;821;1000;1397;1620;1119;93;580;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;1. Moins de 1 an;Ensemble 1P;12,9;14,2;16,7;20,0;23,3;16,7;370;410;460;530;600;473;28;1236;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;1. Moins de 1 an;Ensemble 2P;11,7;13,0;14,9;16,6;19,0;14,8;480;540;609;680;745;616;42;2399;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,9;10,7;12,2;13,8;15,0;12,3;600;680;760;860;950;783;64;1929;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;2. 1 an et plus;;9,0;10,3;12,2;14,9;17,9;12,0;417;509;635;775;980;686;57;18720;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;2. 1 an et plus;Ensemble 4P+;7,5;9,2;10,2;12,1;15,4;10,8;633;730;926;1200;1503;1022;95;2450;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;2. 1 an et plus;Ensemble 1P;11,6;13,2;16,7;20,4;24,0;16,2;332;380;440;500;545;441;27;3413;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;2. 1 an et plus;Ensemble 2P;10,0;11,4;13,4;15,6;17,8;13,3;434;490;551;634;719;569;43;6711;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;;2. 1 an et plus;Ensemble 3P;8,7;10,0;11,2;12,8;14,3;11,3;549;630;711;800;903;724;64;6146;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;;;9,2;10,3;12,5;15,0;18,0;12,0;400;484;590;710;887;635;53;8731;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;;Ensemble 4P+;7,2;8,5;10,0;12,1;15,0;10,4;600;748;965;1240;1476;1026;99;861;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;;Ensemble 1P;11,6;13,1;15,6;20,0;23,3;15,7;345;385;450;510;560;448;29;1996;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;;Ensemble 2P;9,9;11,3;13,2;15,4;17,6;13,2;421;480;540;600;705;554;42;3641;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;;Ensemble 3P;8,9;9,9;11,0;12,7;13,6;11,0;568;630;688;780;880;704;64;2233;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;;10,2;12,3;13,9;16,2;18,9;13,5;440;510;600;741;950;676;50;1847;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;20;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 1P;12,7;14,8;16,7;20,0;25,3;16,7;370;410;470;550;600;482;29;492;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 2P;11,7;13,0;14,3;16,2;18,7;14,6;468;510;570;670;737;589;40;768;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 3P;9,8;10,0;11,4;13,2;14,2;11,5;600;660;710;795;925;741;64;439;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;1. Moins de 1 an;Appart 4P+;8,1;9,9;11,1;13,8;15,3;11,6;700;900;1000;1350;1650;1166;100;110;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;;8,9;10,0;11,9;14,6;17,6;11,6;394;469;580;700;860;621;54;6884;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 1-3P;9,7;10,5;12,2;15,4;20,4;12,6;490;510;580;775;880;660;53;63;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Maison 4P+;8,7;10,4;12,4;15,5;17,0;12,2;941;1065;1259;1718;1942;1427;117;57;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 1P;11,3;12,9;14,8;19,2;21,4;15,0;336;375;422;495;524;429;29;1501;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 2P;9,9;10,8;12,5;15,0;16,7;12,7;411;458;520;600;678;538;42;2849;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 3P;8,5;9,8;10,9;12,2;13,3;10,7;530;629;669;750;812;682;64;1740;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;1. Avant 1946;2. 1 an et plus;Appart 4P+;6,4;8,4;9,4;10,4;13,5;9,6;572;700;850;1100;1308;936;97;674;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;;;8,6;10,0;11,5;13,8;16,7;11,4;450;530;650;750;920;678;59;5642;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7,3;9,3;10,0;11,5;13,8;10,3;640;698;769;972;1300;882;85;1013;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;12,1;14,8;16,7;20,6;24,5;16,9;350;400;450;495;550;447;26;833;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;10,4;11,6;13,1;15,4;17,9;13,3;450;500;560;640;700;573;43;1522;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8,3;9,7;10,7;12,2;13,6;10,8;528;606;680;757;841;689;64;2274;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;9,4;10,6;12,1;14,9;16,6;12,2;470;580;680;780;930;706;58;1209;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;9;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;16;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 1P;14,7;15,5;16,1;20,4;22,8;17,2;325;450;457;480;550;466;27;215;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 2P;10,9;12,1;13,8;16,0;18,2;13,8;480;530;600;700;880;621;45;346;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 3P;9,5;10,4;11,4;12,8;14,6;11,6;593;620;690;770;838;709;61;445;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;Appart 4P+;8,6;9,4;10,6;12,0;13,4;10,8;640;690;725;920;1000;838;78;178;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;8,3;10,0;11,1;13,6;16,8;11,2;434;516;647;745;900;669;60;4433;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;41;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Maison 4P+;6,5;6,9;7,7;13,1;16,7;9,3;647;769;899;1352;1503;1081;117;51;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 1P;12,1;14,1;16,8;20,6;25,0;16,8;350;400;420;495;535;442;26;618;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 2P;10,1;11,3;12,9;14,5;17,7;12,9;441;490;541;607;684;553;43;1159;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 3P;7,7;9,4;10,6;11,6;13,0;10,4;491;585;650;740;833;668;64;1796;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;Appart 4P+;8,5;9,7;10,0;11,1;13,6;10,5;613;700;765;925;1200;837;79;768;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;;;8,9;10,3;12,2;14,8;18,6;12,1;440;570;693;915;1350;793;65;2380;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;8,3;9,0;10,2;13,4;14,9;11,3;650;780;990;1350;1620;1107;98;431;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;11,6;13,0;16,0;18,9;22,2;15,8;325;390;440;520;560;449;28;593;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10,5;11,5;13,9;16,8;19,4;13,9;486;545;617;680;739;619;45;709;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;8,7;10,5;11,6;13,2;14,9;11,8;590;650;737;841;1068;769;65;647;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;8,8;10,2;13,0;15,3;18,7;12,3;430;530;700;940;1270;800;65;532;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;11;;Estimation directe,,,,,,
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 1P;12,9;13,5;16,5;18,6;20,0;15,7;390;410;439;500;530;454;29;149;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 2P;10,8;12,5;14,0;15,5;18,9;13,7;480;545;650;680;800;629;46;158;;Estimation directe
B1300;2020;Agglomération d'Aix-Marseille;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;Appart 3P;8,3;10,8;11,7;14,4;14,9;12,1;500;657;730;850;1140;774;64;142;;Estimation directe
