,Observatory,Data_year,agglomeration,Type_habitat,epoque_construction_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,methodologie_production
128,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,,8.1,10.7,13.2,14.6,16.4,12.4,551.0,655.0,814.0,1100.0,1400.0,919.0,74.0,138.0,Estimation directe
129,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,,7.6,9.8,10.9,13.6,18.8,10.3,510.0,580.0,775.0,1000.0,1212.0,817.0,80.0,327.0,Estimation directe
130,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,,7.7,9.6,12.2,14.3,16.3,11.6,590.0,650.0,794.0,1022.0,1503.0,974.0,84.0,337.0,Estimation directe
131,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 1-3P,9.6,11.6,13.1,14.7,16.3,12.6,520.0,590.0,700.0,950.0,1000.0,762.0,60.0,168.0,Estimation directe
132,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 4P+,6.5,7.7,10.6,14.3,16.7,10.8,647.0,769.0,1000.0,1429.0,1929.0,1252.0,116.0,169.0,Estimation directe
133,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,,9.0,11.3,13.3,15.5,16.3,12.9,700.0,760.0,1000.0,1300.0,1300.0,996.0,77.0,89.0,Estimation directe
134,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,,6.9,9.6,11.9,13.9,16.3,11.4,520.0,650.0,794.0,1000.0,1503.0,971.0,85.0,248.0,Estimation directe
135,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1971-1990,,8.0,9.2,11.1,13.8,15.1,11.3,680.0,850.0,1100.0,1280.0,1400.0,1091.0,97.0,334.0,Estimation directe
136,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1971-1990,Maison 1-3P,12.0,12.0,14.5,15.0,19.4,13.7,680.0,720.0,825.0,1058.0,1200.0,883.0,64.0,85.0,Estimation directe
137,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1971-1990,Maison 4P+,8.0,9.0,11.0,13.1,14.9,11.0,800.0,900.0,1100.0,1302.0,1502.0,1140.0,104.0,249.0,Estimation directe
138,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1971-1990,,8.9,11.1,12.7,14.5,19.4,12.6,680.0,890.0,1200.0,1400.0,2000.0,1184.0,94.0,65.0,Estimation directe
139,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1971-1990,,8.0,9.0,11.0,13.4,15.0,10.9,750.0,819.0,1093.0,1250.0,1350.0,1064.0,97.0,269.0,Estimation directe
140,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1991-2005,,9.4,10.8,12.3,15.7,19.4,12.6,800.0,1000.0,1250.0,1636.0,2000.0,1346.0,107.0,279.0,Estimation directe
141,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1991-2005,Maison 1-3P,12.0,12.3,13.5,19.3,19.4,14.1,660.0,680.0,800.0,843.0,1010.0,799.0,56.0,82.0,Estimation directe
142,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1991-2005,Maison 4P+,9.4,10.4,12.0,14.8,18.2,12.4,1000.0,1180.0,1330.0,1700.0,2266.0,1472.0,119.0,197.0,Estimation directe
143,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1991-2005,,10.3,12.0,12.5,14.8,19.4,12.8,680.0,1020.0,1200.0,1650.0,2000.0,1289.0,100.0,74.0,Estimation directe
144,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1991-2005,,9.4,10.8,12.3,15.8,19.0,12.5,800.0,1000.0,1297.0,1470.0,2530.0,1364.0,109.0,205.0,Estimation directe
145,B1300,2020,Agglomération d'Aix-Marseille,Maison,Après 2005,,9.8,11.7,13.3,14.5,16.3,12.9,800.0,980.0,1100.0,1365.0,1565.0,1135.0,88.0,201.0,Estimation directe
146,B1300,2020,Agglomération d'Aix-Marseille,Maison,Après 2005,Maison 1-3P,7.4,11.8,13.3,16.3,16.3,13.2,500.0,800.0,800.0,980.0,1110.0,862.0,65.0,70.0,Estimation directe
147,B1300,2020,Agglomération d'Aix-Marseille,Maison,Après 2005,Maison 4P+,9.8,11.5,13.3,14.4,16.5,12.8,1020.0,1100.0,1290.0,1500.0,1600.0,1310.0,102.0,131.0,Estimation directe
148,B1300,2020,Agglomération d'Aix-Marseille,Maison,Après 2005,,13.0,14.3,14.5,16.5,17.4,14.8,1215.0,1320.0,1555.0,1600.0,1600.0,1446.0,98.0,67.0,Estimation directe
149,B1300,2020,Agglomération d'Aix-Marseille,Maison,Après 2005,,9.8,11.5,13.3,13.9,16.3,12.3,800.0,800.0,1020.0,1168.0,1400.0,1046.0,85.0,134.0,Estimation directe
150,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,,9.2,10.6,12.5,15.0,18.0,12.1,430.0,520.0,640.0,760.0,922.0,669.0,55.0,32161.0,Estimation directe
151,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 1P,12.2,13.8,16.7,20.0,23.3,16.4,341.0,395.0,450.0,503.0,565.0,452.0,28.0,5662.0,Estimation directe
152,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 2P,10.4,12.0,14.1,15.9,18.0,13.8,450.0,500.0,575.0,650.0,720.0,582.0,42.0,11833.0,Estimation directe
153,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 3P,8.8,10.0,11.4,13.0,14.5,11.4,571.0,640.0,719.0,808.0,916.0,733.0,65.0,10801.0,Estimation directe
154,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 4P+,7.6,9.2,10.3,11.6,13.6,10.5,610.0,710.0,850.0,1036.0,1290.0,919.0,88.0,3865.0,Estimation directe
155,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,,10.0,11.3,13.5,15.7,18.4,12.9,450.0,545.0,650.0,790.0,945.0,693.0,54.0,8488.0,Estimation directe
156,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 1P,12.9,14.2,16.7,20.0,23.3,16.7,370.0,411.0,460.0,530.0,585.0,470.0,28.0,1584.0,Estimation directe
157,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 2P,11.5,12.9,14.7,16.3,18.3,14.5,480.0,540.0,600.0,680.0,740.0,609.0,42.0,3361.0,Estimation directe
158,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 3P,9.5,10.6,12.0,13.7,15.0,12.1,600.0,665.0,750.0,850.0,940.0,768.0,63.0,2716.0,Estimation directe
159,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 4P+,8.1,9.7,10.7,12.6,14.2,11.0,650.0,772.0,900.0,1100.0,1350.0,981.0,89.0,827.0,Estimation directe
160,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,,9.0,10.3,12.1,14.8,17.7,11.8,420.0,508.0,630.0,750.0,914.0,659.0,56.0,23673.0,Estimation directe
161,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 1P,11.7,13.4,16.7,20.1,23.4,16.3,336.0,383.0,448.0,500.0,557.0,444.0,27.0,4078.0,Estimation directe
162,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 2P,10.0,11.5,13.7,15.6,17.8,13.4,439.0,498.0,560.0,641.0,710.0,571.0,42.0,8472.0,Estimation directe
163,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 3P,8.6,10.0,11.2,12.7,14.2,11.1,549.0,630.0,705.0,800.0,904.0,721.0,65.0,8085.0,Estimation directe
164,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 4P+,7.5,9.1,10.0,11.3,13.4,10.2,600.0,700.0,836.0,1010.0,1250.0,895.0,87.0,3038.0,Estimation directe
165,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,,9.0,10.3,12.5,15.0,17.7,11.9,400.0,480.0,590.0,700.0,850.0,620.0,52.0,10243.0,Estimation directe
166,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 1P,11.7,13.1,15.6,19.8,23.3,15.7,340.0,382.0,442.0,500.0,551.0,443.0,28.0,2334.0,Estimation directe
167,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 2P,10.0,11.4,13.5,15.5,17.6,13.3,427.0,480.0,542.0,610.0,690.0,554.0,42.0,4316.0,Estimation directe
168,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 3P,8.4,9.8,11.0,12.6,13.8,10.8,551.0,620.0,688.0,760.0,850.0,693.0,64.0,2658.0,Estimation directe
169,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 4P+,6.7,8.4,10.0,11.0,13.9,9.9,580.0,711.0,850.0,1100.0,1350.0,942.0,95.0,935.0,Estimation directe
170,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,,10.0,11.7,13.8,16.2,18.9,13.2,430.0,500.0,600.0,710.0,889.0,644.0,49.0,2392.0,Estimation directe
171,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,,8.7,10.0,11.9,14.8,17.6,11.5,400.0,470.0,590.0,697.0,847.0,612.0,53.0,7851.0,Estimation directe
172,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,,8.8,10.0,11.3,13.6,17.0,11.3,450.0,525.0,645.0,736.0,890.0,657.0,58.0,7395.0,Estimation directe
173,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 1P,12.1,14.8,16.7,20.4,24.0,16.9,350.0,400.0,453.0,500.0,560.0,459.0,27.0,1028.0,Estimation directe
174,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 2P,10.4,11.4,12.9,14.9,17.9,13.1,450.0,495.0,550.0,625.0,700.0,567.0,43.0,1925.0,Estimation directe
175,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 3P,8.2,9.5,10.7,12.0,13.2,10.5,528.0,600.0,673.0,745.0,833.0,678.0,64.0,3112.0,Estimation directe
176,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 4P+,8.2,9.5,10.2,11.1,13.3,10.3,621.0,690.0,750.0,900.0,1090.0,820.0,79.0,1330.0,Estimation directe
177,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,,9.4,10.6,12.1,14.8,17.1,12.1,470.0,550.0,650.0,750.0,890.0,680.0,56.0,1692.0,Estimation directe
178,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,,8.5,10.0,11.0,13.2,16.9,11.1,432.0,509.0,638.0,730.0,880.0,649.0,59.0,5703.0,Estimation directe
179,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,,8.8,10.0,11.6,14.5,17.9,11.7,460.0,580.0,675.0,810.0,1042.0,727.0,62.0,3753.0,Estimation directe
180,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,Appart 1P,11.6,13.5,16.2,19.1,22.0,16.1,336.0,400.0,450.0,520.0,580.0,461.0,29.0,865.0,Estimation directe
181,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,Appart 2P,10.0,11.5,13.8,16.0,18.8,13.6,470.0,543.0,600.0,669.0,730.0,612.0,45.0,1091.0,Estimation directe
182,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,Appart 3P,9.0,10.1,11.2,12.5,14.5,11.3,618.0,650.0,701.0,810.0,974.0,754.0,67.0,1129.0,Estimation directe
183,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,Appart 4P+,7.6,8.9,10.0,11.6,13.4,10.5,620.0,726.0,840.0,1096.0,1400.0,940.0,90.0,668.0,Estimation directe
184,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,,8.8,10.0,11.7,14.9,17.9,11.8,460.0,565.0,700.0,850.0,1100.0,737.0,63.0,921.0,Estimation directe
185,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1971-1990,,8.8,10.0,11.6,14.4,17.9,11.7,462.0,580.0,662.0,800.0,1020.0,722.0,62.0,2832.0,Estimation directe
186,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,,11.1,12.3,14.4,17.7,21.1,14.1,435.0,543.0,690.0,830.0,982.0,715.0,51.0,4084.0,Estimation directe
187,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,Appart 1P,14.2,17.1,20.0,22.2,25.6,19.3,350.0,400.0,460.0,500.0,601.0,461.0,24.0,862.0,Estimation directe
188,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,Appart 2P,12.3,13.9,15.6,17.6,19.5,15.4,521.0,576.0,645.0,708.0,770.0,645.0,42.0,1658.0,Estimation directe
189,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,Appart 3P,10.6,11.5,12.8,14.1,15.0,12.8,668.0,752.0,820.0,900.0,1080.0,845.0,66.0,1141.0,Estimation directe
190,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,Appart 4P+,9.8,10.5,11.5,12.5,15.1,11.9,790.0,888.0,948.0,1200.0,1460.0,1081.0,91.0,423.0,Estimation directe
191,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,,11.2,12.5,15.0,17.6,21.1,14.2,425.0,535.0,670.0,818.0,1090.0,718.0,50.0,1045.0,Estimation directe
192,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1991-2005,,11.0,12.2,14.3,17.7,20.8,14.0,460.0,550.0,690.0,830.0,966.0,713.0,51.0,3039.0,Estimation directe
193,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,,10.7,11.9,13.5,15.2,16.7,13.2,512.0,600.0,720.0,850.0,980.0,734.0,56.0,6686.0,Estimation directe
194,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,Appart 1P,12.2,13.4,15.0,17.0,20.7,15.4,280.0,400.0,470.0,530.0,600.0,462.0,30.0,573.0,Estimation directe
195,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,Appart 2P,11.8,13.4,14.8,16.0,17.4,14.6,508.0,555.0,625.0,690.0,730.0,621.0,43.0,2843.0,Estimation directe
196,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,Appart 3P,10.5,11.6,12.8,14.1,15.2,12.8,675.0,730.0,800.0,887.0,980.0,815.0,64.0,2761.0,Estimation directe
197,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,Appart 4P+,9.4,10.6,11.0,12.7,14.0,11.4,779.0,900.0,980.0,1065.0,1271.0,1008.0,89.0,509.0,Estimation directe
198,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,,11.2,12.3,14.0,15.4,17.2,13.6,530.0,600.0,725.0,860.0,1000.0,751.0,55.0,2438.0,Estimation directe
199,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Après 2005,,10.5,11.6,13.1,14.8,16.3,12.9,490.0,600.0,720.0,840.0,973.0,724.0,56.0,4248.0,Estimation directe
200,B1300,2020,Agglomération d'Aix-Marseille,,,,9.3,10.6,12.7,15.1,18.2,12.3,430.0,520.0,647.0,784.0,1000.0,698.0,57.0,24864.0,Estimation directe
201,B1300,2020,Agglomération d'Aix-Marseille,Maison,,Maison 1-3P,9.8,11.6,13.2,16.3,19.4,13.4,510.0,580.0,680.0,800.0,950.0,715.0,53.0,172.0,Estimation directe
202,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 4P+,7.7,9.3,10.5,12.8,15.3,11.1,647.0,749.0,950.0,1280.0,1553.0,1048.0,94.0,3030.0,Estimation directe
203,B1300,2020,Agglomération d'Aix-Marseille,Maison,,Maison 4P+,7.7,9.8,13.6,15.8,17.4,12.5,769.0,1020.0,1330.0,1565.0,2000.0,1378.0,111.0,298.0,Estimation directe
204,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 1P,12.1,13.8,16.6,20.0,24.0,16.3,340.0,390.0,450.0,507.0,560.0,451.0,28.0,4645.0,Estimation directe
205,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 2P,10.3,11.8,13.9,15.9,18.0,13.7,450.0,500.0,567.0,650.0,731.0,581.0,42.0,9060.0,Estimation directe
206,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 3P,8.9,10.2,11.4,13.0,14.5,11.5,565.0,640.0,720.0,810.0,914.0,733.0,64.0,7957.0,Estimation directe
207,B1300,2020,Agglomération d'Aix-Marseille,Appartement,,Appart 4P+,8.0,9.3,10.3,11.8,14.0,10.6,620.0,710.0,890.0,1100.0,1388.0,952.0,89.0,2732.0,Estimation directe
208,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 1P,12.1,13.8,16.7,20.4,23.8,16.4,341.0,390.0,450.0,510.0,560.0,451.0,28.0,4649.0,Estimation directe
209,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 2P,10.2,11.8,13.9,16.0,18.2,13.8,450.0,500.0,570.0,650.0,733.0,582.0,42.0,9110.0,Estimation directe
210,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 3P,8.9,10.2,11.5,13.1,14.5,11.5,570.0,640.0,724.0,820.0,925.0,739.0,64.0,8075.0,Estimation directe
211,B1300,2020,Agglomération d'Aix-Marseille,,,,10.0,11.6,13.8,16.0,18.9,13.3,450.0,550.0,677.0,820.0,1100.0,731.0,55.0,6144.0,Estimation directe
212,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 4P+,8.8,10.0,11.5,14.0,15.3,12.1,666.0,821.0,1000.0,1397.0,1620.0,1119.0,93.0,580.0,Estimation directe
213,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 1P,12.9,14.2,16.7,20.0,23.3,16.7,370.0,410.0,460.0,530.0,600.0,473.0,28.0,1236.0,Estimation directe
214,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 2P,11.7,13.0,14.9,16.6,19.0,14.8,480.0,540.0,609.0,680.0,745.0,616.0,42.0,2399.0,Estimation directe
215,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 3P,9.9,10.7,12.2,13.8,15.0,12.3,600.0,680.0,760.0,860.0,950.0,783.0,64.0,1929.0,Estimation directe
216,B1300,2020,Agglomération d'Aix-Marseille,,,,9.0,10.3,12.2,14.9,17.9,12.0,417.0,509.0,635.0,775.0,980.0,686.0,57.0,18720.0,Estimation directe
217,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 4P+,7.5,9.2,10.2,12.1,15.4,10.8,633.0,730.0,926.0,1200.0,1503.0,1022.0,95.0,2450.0,Estimation directe
218,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 1P,11.6,13.2,16.7,20.4,24.0,16.2,332.0,380.0,440.0,500.0,545.0,441.0,27.0,3413.0,Estimation directe
219,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 2P,10.0,11.4,13.4,15.6,17.8,13.3,434.0,490.0,551.0,634.0,719.0,569.0,43.0,6711.0,Estimation directe
220,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,,Ensemble 3P,8.7,10.0,11.2,12.8,14.3,11.3,549.0,630.0,711.0,800.0,903.0,724.0,64.0,6146.0,Estimation directe
221,B1300,2020,Agglomération d'Aix-Marseille,,Avant 1946,,9.2,10.3,12.5,15.0,18.0,12.0,400.0,484.0,590.0,710.0,887.0,635.0,53.0,8731.0,Estimation directe
222,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Avant 1946,Ensemble 4P+,7.2,8.5,10.0,12.1,15.0,10.4,600.0,748.0,965.0,1240.0,1476.0,1026.0,99.0,861.0,Estimation directe
223,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Avant 1946,Ensemble 1P,11.6,13.1,15.6,20.0,23.3,15.7,345.0,385.0,450.0,510.0,560.0,448.0,29.0,1996.0,Estimation directe
224,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Avant 1946,Ensemble 2P,9.9,11.3,13.2,15.4,17.6,13.2,421.0,480.0,540.0,600.0,705.0,554.0,42.0,3641.0,Estimation directe
225,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Avant 1946,Ensemble 3P,8.9,9.9,11.0,12.7,13.6,11.0,568.0,630.0,688.0,780.0,880.0,704.0,64.0,2233.0,Estimation directe
226,B1300,2020,Agglomération d'Aix-Marseille,,Avant 1946,,10.2,12.3,13.9,16.2,18.9,13.5,440.0,510.0,600.0,741.0,950.0,676.0,50.0,1847.0,Estimation directe
227,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,18.0,Estimation directe
228,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,20.0,Estimation directe
229,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 1P,12.7,14.8,16.7,20.0,25.3,16.7,370.0,410.0,470.0,550.0,600.0,482.0,29.0,492.0,Estimation directe
230,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 2P,11.7,13.0,14.3,16.2,18.7,14.6,468.0,510.0,570.0,670.0,737.0,589.0,40.0,768.0,Estimation directe
231,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 3P,9.8,10.0,11.4,13.2,14.2,11.5,600.0,660.0,710.0,795.0,925.0,741.0,64.0,439.0,Estimation directe
232,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 4P+,8.1,9.9,11.1,13.8,15.3,11.6,700.0,900.0,1000.0,1350.0,1650.0,1166.0,100.0,110.0,Estimation directe
233,B1300,2020,Agglomération d'Aix-Marseille,,Avant 1946,,8.9,10.0,11.9,14.6,17.6,11.6,394.0,469.0,580.0,700.0,860.0,621.0,54.0,6884.0,Estimation directe
234,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,Maison 1-3P,9.7,10.5,12.2,15.4,20.4,12.6,490.0,510.0,580.0,775.0,880.0,660.0,53.0,63.0,Estimation directe
235,B1300,2020,Agglomération d'Aix-Marseille,Maison,Avant 1946,Maison 4P+,8.7,10.4,12.4,15.5,17.0,12.2,941.0,1065.0,1259.0,1718.0,1942.0,1427.0,117.0,57.0,Estimation directe
236,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 1P,11.3,12.9,14.8,19.2,21.4,15.0,336.0,375.0,422.0,495.0,524.0,429.0,29.0,1501.0,Estimation directe
237,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 2P,9.9,10.8,12.5,15.0,16.7,12.7,411.0,458.0,520.0,600.0,678.0,538.0,42.0,2849.0,Estimation directe
238,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 3P,8.5,9.8,10.9,12.2,13.3,10.7,530.0,629.0,669.0,750.0,812.0,682.0,64.0,1740.0,Estimation directe
239,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Avant 1946,Appart 4P+,6.4,8.4,9.4,10.4,13.5,9.6,572.0,700.0,850.0,1100.0,1308.0,936.0,97.0,674.0,Estimation directe
240,B1300,2020,Agglomération d'Aix-Marseille,,Entre 1946-1970,,8.6,10.0,11.5,13.8,16.7,11.4,450.0,530.0,650.0,750.0,920.0,678.0,59.0,5642.0,Estimation directe
241,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Entre 1946-1970,Ensemble 4P+,7.3,9.3,10.0,11.5,13.8,10.3,640.0,698.0,769.0,972.0,1300.0,882.0,85.0,1013.0,Estimation directe
242,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Entre 1946-1970,Ensemble 1P,12.1,14.8,16.7,20.6,24.5,16.9,350.0,400.0,450.0,495.0,550.0,447.0,26.0,833.0,Estimation directe
243,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Entre 1946-1970,Ensemble 2P,10.4,11.6,13.1,15.4,17.9,13.3,450.0,500.0,560.0,640.0,700.0,573.0,43.0,1522.0,Estimation directe
244,B1300,2020,Agglomération d'Aix-Marseille,Ensemble,Entre 1946-1970,Ensemble 3P,8.3,9.7,10.7,12.2,13.6,10.8,528.0,606.0,680.0,757.0,841.0,689.0,64.0,2274.0,Estimation directe
245,B1300,2020,Agglomération d'Aix-Marseille,,Entre 1946-1970,,9.4,10.6,12.1,14.9,16.6,12.2,470.0,580.0,680.0,780.0,930.0,706.0,58.0,1209.0,Estimation directe
246,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,9.0,Estimation directe
247,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 4P+,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,16.0,Estimation directe
248,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 1P,14.7,15.5,16.1,20.4,22.8,17.2,325.0,450.0,457.0,480.0,550.0,466.0,27.0,215.0,Estimation directe
249,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 2P,10.9,12.1,13.8,16.0,18.2,13.8,480.0,530.0,600.0,700.0,880.0,621.0,45.0,346.0,Estimation directe
250,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 3P,9.5,10.4,11.4,12.8,14.6,11.6,593.0,620.0,690.0,770.0,838.0,709.0,61.0,445.0,Estimation directe
251,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 4P+,8.6,9.4,10.6,12.0,13.4,10.8,640.0,690.0,725.0,920.0,1000.0,838.0,78.0,178.0,Estimation directe
252,B1300,2020,Agglomération d'Aix-Marseille,,Entre 1946-1970,,8.3,10.0,11.1,13.6,16.8,11.2,434.0,516.0,647.0,745.0,900.0,669.0,60.0,4433.0,Estimation directe
253,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 1-3P,8.06,9.61,11.0,12.59,13.46,10.81,458.8,541.66,626.56,730.87,806.6,649.68,63.5,41.0,Estimation directe
254,B1300,2020,Agglomération d'Aix-Marseille,Maison,Entre 1946-1970,Maison 4P+,6.5,6.9,7.7,13.1,16.7,9.3,647.0,769.0,899.0,1352.0,1503.0,1081.0,117.0,51.0,Estimation directe
255,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 1P,12.1,14.1,16.8,20.6,25.0,16.8,350.0,400.0,420.0,495.0,535.0,442.0,26.0,618.0,Estimation directe
256,B1300,2020,Agglomération d'Aix-Marseille,Appartement,Entre 1946-1970,Appart 2P,10.1,11.3,12.9,14.5,17.7,12.9,441.0,490.0,541.0,607.0,684.0,553.0,43.0,1159.0,Estimation directe
